S No,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price
590,Hyundai i20 Magna 1.2,Delhi,2015,21000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,4.9
591,Hyundai i20 Magna 1.2,Kochi,2017,14064,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.59
592,Hyundai i20 Magna 1.2,Bangalore,2015,53000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.5
593,Hyundai i20 Magna 1.2,Kolkata,2015,35000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
594,Hyundai i20 Magna 1.2,Bangalore,2016,20000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
595,Hyundai i20 Magna 1.2,Kolkata,2015,20000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
596,Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,6.85
597,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,66823,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,4.83
598,Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,7
599,Hyundai i20 Magna 1.4 CRDi,Kochi,2015,64399,Diesel,Manual,21.9 kmpl,1396 CC,90 bhp,5,5.02
600,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,5.35
601,Hyundai i20 Magna 1.4 CRDi,Jaipur,2015,55697,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,5.5
602,Hyundai i20 Magna 1.4 CRDi,Kolkata,2015,36113,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,
603,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,Diesel,Manual,21.9 kmpl,1396 CC,88.76 bhp,5,7.4
604,Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,45000,Diesel,Manual,21.9 kmpl,1396 CC,88.76 bhp,5,3.45
605,Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,Petrol,Manual,18.5 kmpl,1197 CC,82.9 bhp,5,5.37
606,Hyundai i20 Sportz 1.2,Chennai,2017,8000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.75
607,Hyundai i20 Sportz 1.2,Jaipur,2016,30292,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.3
608,Hyundai i20 Sportz 1.2,Delhi,2015,50000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,4.95
609,Hyundai i20 Sportz 1.2,Kochi,2016,61823,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.14
610,Hyundai i20 Sportz 1.2,Mumbai,2017,14001,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.75
611,Hyundai i20 Sportz 1.2,Kolkata,2015,32000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,4.8
612,Hyundai i20 Sportz 1.2,Kolkata,2015,35000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,4.43
613,Hyundai i20 Sportz 1.2,Mumbai,2016,6000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.95
614,Hyundai i20 Sportz 1.2,Kochi,2015,40901,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.76
615,Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.79
616,Hyundai i20 Sportz 1.2,Mumbai,2016,24001,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.75
617,Hyundai i20 Sportz 1.2,Delhi,2015,42000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.8
618,Hyundai i20 Sportz 1.2,Kolkata,2015,48000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
619,Hyundai i20 Sportz 1.2,Mumbai,2017,14927,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
620,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,7.2
621,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,6.2
622,Hyundai i20 Sportz 1.4 CRDi,Delhi,2017,25500,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,7
623,Hyundai i20 Sportz 1.4 CRDi,Ahmedabad,2016,74000,Diesel,Manual,21.9 kmpl,1396 CC,88.76 bhp,5,6.5
624,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,72495,Diesel,Manual,21.9 kmpl,1396 CC,88.76 bhp,5,7
625,Hyundai i20 Sportz 1.4 CRDi,Pune,2015,118211,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,5.9
626,Hyundai i20 Sportz 1.4 CRDi,Kochi,2016,55036,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,6.35
627,Hyundai i20 Sportz Option 1.2,Delhi,2016,38000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.95
628,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.72
629,Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,4.95
630,Hyundai i20 Sportz Option 1.2,Kochi,2019,12800,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.67
631,Hyundai i20 Sportz Option 1.2,Bangalore,2015,33000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
632,Hyundai Santro Xing GLS,Kochi,2015,56967,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,5,
633,Mahindra Bolero mHAWK D70 ZLX,Hyderabad,2017,40279,Diesel,Manual,16.5 kmpl,1493 CC,70 bhp,7,8
634,Mahindra Bolero Power Plus ZLX,Coimbatore,2018,19764,Diesel,Manual,16.5 kmpl,1493 CC,70 bhp,7,
635,Mahindra Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,7,7.7
636,Mahindra Bolero ZLX,Mumbai,2016,40448,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,7,3.5
637,Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,7,8.14
638,Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,7,7.21
639,Mahindra Bolero ZLX,Delhi,2015,72253,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,7,
640,Mahindra Bolero ZLX,Kochi,2016,78904,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,7,
641,Mahindra KUV 100 D75 K8 5Str,Delhi,2017,17700,Diesel,Manual,25.32 kmpl,1198 CC,77 bhp,5,
642,Mahindra KUV 100 G80 K4 Plus 5Str,Chennai,2018,5600,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,5,
643,Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,5,4.5
644,Mahindra KUV 100 G80 K8,Jaipur,2018,15900,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,6,6.25
645,Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,6,5.5
646,Mahindra KUV 100 mFALCON D75 K2,Mumbai,2016,18000,Diesel,Manual,25.32 kmpl,1198 CC,77 bhp,6,
647,Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,34079,Diesel,Manual,25.32 kmpl,1198 CC,77 bhp,6,3.7
648,Mahindra KUV 100 mFALCON D75 K4 Plus,Kochi,2017,60357,Diesel,Manual,25.32 kmpl,1198 CC,77 bhp,6,4.49
649,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,Diesel,Manual,25.32 kmpl,1198 CC,77 bhp,5,4.7
650,Mahindra KUV 100 mFALCON D75 K6,Kochi,2017,39528,Diesel,Manual,25.32 kmpl,1198 CC,77 bhp,6,5.83
651,Mahindra KUV 100 mFALCON D75 K6 5str AW,Chennai,2016,45000,Diesel,Manual,25.32 kmpl,1198 CC,77 bhp,5,
652,Mahindra KUV 100 mFALCON D75 K8,Hyderabad,2016,26000,Diesel,Manual,25.32 kmpl,1198 CC,77 bhp,6,6.5
653,Mahindra KUV 100 mFALCON D75 K8 Dual Tone,Coimbatore,2017,22033,Diesel,Manual,25.32 kmpl,1198 CC,77 bhp,6,5.58
654,Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,6,5.6
655,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,6,4.1
656,Mahindra KUV 100 mFALCON G80 K4 5str,Mumbai,2016,30000,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,5,
657,Mahindra KUV 100 mFALCON G80 K6 5str AW,Delhi,2017,52000,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,5,4.85
658,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,6,3.75
659,Mahindra KUV 100 mFALCON G80 K6 Plus,Kolkata,2017,7000,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,6,
660,Mahindra KUV 100 mFALCON G80 K8,Kochi,2017,29085,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,6,5.84
661,Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,17.45 kmpl,1493 CC,100 bhp,7,6.5
662,Mahindra NuvoSport N6,Coimbatore,2018,37323,Diesel,Manual,17.45 kmpl,1493 CC,100 bhp,7,7.29
663,Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,17.45 kmpl,1493 CC,100 bhp,7,7.57
664,Mahindra Scorpio 1.99 S10,Ahmedabad,2016,98000,Diesel,Manual,15.4 kmpl,1997 CC,120 bhp,7,11.5
665,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,15.4 kmpl,1997 CC,120 bhp,7,10.31
666,Mahindra Scorpio 1.99 S4 Plus,Kochi,2017,26741,Diesel,Manual,15.4 kmpl,1997 CC,120 bhp,7,10.08
667,Mahindra Scorpio 1.99 S8,Delhi,2017,30000,Diesel,Manual,15.4 kmpl,1997 CC,120 bhp,7,12.25
668,Mahindra Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7,13.05
669,Mahindra Scorpio S10 4WD,Hyderabad,2015,120000,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7,12
670,Mahindra Scorpio S10 7 Seater,Kochi,2018,27395,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7,14.19
671,Mahindra Scorpio S10 8 Seater,Chennai,2015,65000,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,8,
672,Mahindra Scorpio S10 AT 4WD,Pune,2017,66988,Diesel,Automatic,15.4 kmpl,2179 CC,120 bhp,7,10
673,Mahindra Scorpio S4 7 Seater,Coimbatore,2016,95942,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7,
674,Mahindra Scorpio S4 Plus,Bangalore,2015,35000,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7,8.5
675,Mahindra Scorpio S6 7 Seater,Kochi,2018,37804,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7,12.4
676,Mahindra Scorpio S6 7 Seater,Kolkata,2015,52373,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7,8.5
677,Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7,9.75
678,Mahindra Scorpio S6 Plus 7 Seater,Ahmedabad,2015,48000,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7,
679,Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,8,9.5
680,Mahindra Scorpio S8 8 Seater,Kochi,2016,72118,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,8,10.23
681,Mahindra Ssangyong Rexton RX7,Kochi,2015,67415,Diesel,Automatic,11.18 kmpl,2696 CC,184 bhp,7,11.03
682,Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,Diesel,Automatic,11.18 kmpl,2696 CC,184 bhp,7,13.85
683,Mahindra Ssangyong Rexton RX7,Mumbai,2016,40000,Diesel,Automatic,11.18 kmpl,2696 CC,184 bhp,7,
684,Mahindra Thar CRDe,Jaipur,2016,19000,Diesel,Manual,16.55 kmpl,2498 CC,105 bhp,6,9.25
685,Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,16.55 kmpl,2498 CC,105 bhp,6,9.66
686,Mahindra Thar CRDe,Delhi,2016,11000,Diesel,Manual,16.55 kmpl,2498 CC,105 bhp,6,
687,Mahindra Thar CRDe AC,Coimbatore,2019,16392,Diesel,Manual,16.55 kmpl,2498 CC,105 bhp,6,10.36
688,Mahindra Thar CRDe AC,Hyderabad,2016,20000,Diesel,Manual,16.55 kmpl,2498 CC,105 bhp,6,
689,Mahindra Thar DI 4X4,Mumbai,2018,2500,Diesel,Manual,18.06 kmpl,2523 CC,63 bhp,7,8.25
690,Mahindra Thar DI 4X4,Kochi,2019,13024,Diesel,Manual,18.06 kmpl,2523 CC,63 bhp,7,9.11
691,Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,55594,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,7,8.48
692,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,Diesel,Automatic,18.49 kmpl,1493 CC,100 bhp,7,8.37
693,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,49404,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,7,7.36
694,Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,7,8.87
695,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,7,8.75
696,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,56380,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,7,7.57
697,Mahindra TUV 300 2015-2019 T8,Kochi,2018,28466,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,7,
698,Mahindra TUV 300 2015-2019 T8 AMT,Kochi,2017,31861,Diesel,Automatic,18.49 kmpl,1493 CC,100 bhp,7,
699,Mahindra TUV 300 P4,Kolkata,2016,27000,Diesel,Manual,0.0 kmpl,,,,
700,Mahindra TUV 300 T8,Delhi,2016,47035,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,7,6.95
701,Mahindra TUV 300 T8,Pune,2016,67000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,7,6.3
702,Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,Diesel,Automatic,18.49 kmpl,1493 CC,100 bhp,7,8.2
703,Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,Diesel,Manual,21.03 kmpl,1461 CC,65 bhp,5,3.1
704,Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,Diesel,Automatic,16.0 kmpl,2179 CC,140 bhp,7,16.77
705,Mahindra XUV500 AT W10 FWD,Jaipur,2016,54000,Diesel,Automatic,16.0 kmpl,2179 CC,140 bhp,7,13.25
706,Mahindra XUV500 AT W10 FWD,Mumbai,2016,41000,Diesel,Automatic,16.0 kmpl,2179 CC,140 bhp,7,13.75
707,Mahindra XUV500 AT W10 FWD,Coimbatore,2018,24500,Diesel,Automatic,16.0 kmpl,2179 CC,140 bhp,7,16.52
708,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,Diesel,Automatic,16.0 kmpl,2179 CC,140 bhp,7,15.5
709,Mahindra XUV500 AT W10 FWD,Kochi,2018,25948,Diesel,Automatic,16.0 kmpl,2179 CC,140 bhp,7,16.46
710,Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,Diesel,Automatic,16.0 kmpl,2179 CC,140 bhp,7,14.4
711,Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,Diesel,Automatic,16.0 kmpl,2179 CC,140 bhp,7,16.5
712,Mahindra XUV500 AT W10 FWD,Delhi,2017,25000,Diesel,Automatic,16.0 kmpl,2179 CC,140 bhp,7,
713,Mahindra XUV500 AT W8 FWD,Bangalore,2015,34000,Diesel,Automatic,16.0 kmpl,2179 CC,140 bhp,7,13
714,Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,24569,Diesel,Manual,16.0 kmpl,1997 CC,140 bhp,7,13.5
715,Mahindra XUV500 W10 2WD,Ahmedabad,2015,73000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,12.5
716,Mahindra XUV500 W10 2WD,Kochi,2016,51884,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,12.46
717,Mahindra XUV500 W10 2WD,Coimbatore,2016,56532,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,15.54
718,Mahindra XUV500 W10 2WD,Kochi,2017,43773,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,13.54
719,Mahindra XUV500 W10 2WD,Coimbatore,2017,64961,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,16.13
720,Mahindra XUV500 W10 2WD,Kolkata,2016,54000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,13
721,Mahindra XUV500 W10 2WD,Coimbatore,2017,57847,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,16.08
722,Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,10.25
723,Mahindra XUV500 W10 2WD,Chennai,2016,89000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,13.5
724,Mahindra XUV500 W10 2WD,Mumbai,2015,53392,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,11.95
725,Mahindra XUV500 W10 2WD,Jaipur,2017,40000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,15.9
726,Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,11.5
727,Mahindra XUV500 W10 2WD,Kochi,2018,29907,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,16.36
728,Mahindra XUV500 W10 2WD,Delhi,2015,66000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,
729,Mahindra XUV500 W10 AWD,Coimbatore,2016,67472,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,14.5
730,Mahindra XUV500 W10 AWD,Pune,2015,87900,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,12.01
731,Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,12.25
732,Mahindra XUV500 W10 AWD,Jaipur,2017,22000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,16
733,Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,15.96
734,Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,9.25
735,Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,9.65
736,Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,13363,Diesel,Manual,16.0 kmpl,1997 CC,140 bhp,7,12
737,Mahindra XUV500 W6 2WD,Coimbatore,2016,62946,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,11.05
738,Mahindra XUV500 W6 2WD,Coimbatore,2016,67995,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,11.73
739,Mahindra XUV500 W6 2WD,Hyderabad,2015,113000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,10.85
740,Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,8.75
741,Mahindra XUV500 W6 2WD,Kochi,2017,41290,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,10.94
742,Mahindra XUV500 W6 2WD,Delhi,2015,37000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,9.3
743,Mahindra XUV500 W6 2WD,Mumbai,2015,48000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,9.45
744,Mahindra XUV500 W6 2WD,Coimbatore,2015,54684,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,
745,Mahindra XUV500 W6 2WD,Kochi,2015,56318,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,
746,Mahindra XUV500 W6 2WD,Jaipur,2015,85009,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,
747,Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,14.0 kmpl,2179 CC,155 bhp,7,13
748,Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,81177,Diesel,Manual,16.0 kmpl,1997 CC,140 bhp,7,11.25
749,Mahindra XUV500 W8 2WD,Ahmedabad,2015,72007,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,9.9
750,Mahindra XUV500 W8 2WD,Coimbatore,2016,41840,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,13.52
751,Mahindra XUV500 W8 2WD,Delhi,2015,36096,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,8.85
752,Mahindra XUV500 W8 2WD,Bangalore,2015,76000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,12
753,Mahindra XUV500 W8 2WD,Coimbatore,2015,36836,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,12.49
754,Mahindra XUV500 W8 2WD,Kochi,2015,59182,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,9.46
755,Mahindra XUV500 W8 2WD,Coimbatore,2016,59711,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,13.28
756,Mahindra XUV500 W8 2WD,Coimbatore,2015,65100,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,8.36
757,Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,12.63
758,Mahindra XUV500 W8 2WD,Mumbai,2016,120000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,12
759,Mahindra XUV500 W8 2WD,Mumbai,2015,83000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,9
760,Mahindra XUV500 W8 2WD,Coimbatore,2018,46811,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,16.59
761,Mahindra XUV500 W8 2WD,Coimbatore,2016,85609,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,
762,Mahindra XUV500 W8 2WD,Kochi,2015,67365,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,
763,Mahindra XUV500 W8 2WD,Coimbatore,2016,39052,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,
764,Mahindra XUV500 W8 4WD,Mumbai,2015,55729,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,9.65
765,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,10.6
766,Mahindra XUV500 W8 4WD,Kolkata,2017,14600,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,14.5
767,Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,11.52
768,Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,11.6
769,Mahindra XUV500 W8 4WD,Hyderabad,2017,119256,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7,
770,Mahindra XUV500 W8 4WD,Coimbatore,2015,63008,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7,
771,Mahindra XUV500 W9 AT,Coimbatore,2019,19654,Diesel,Automatic,14.0 kmpl,2179 CC,155 bhp,7,17.63
772,Mahindra Xylo D2 Maxx,Chennai,2016,150000,Diesel,Manual,14.95 kmpl,2489 CC,93.7 bhp,9,4.5
773,Mahindra Xylo D4,Chennai,2016,85000,Diesel,Manual,14.95 kmpl,2489 CC,93.7 bhp,7,6.15
774,Mahindra Xylo D4,Hyderabad,2015,169000,Diesel,Manual,14.95 kmpl,2489 CC,93.7 bhp,7,5
775,Mahindra Xylo D4,Hyderabad,2016,105545,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,7,5.3
776,Mahindra Xylo D4,Coimbatore,2015,96012,Diesel,Manual,14.95 kmpl,2489 CC,93.7 bhp,7,
777,Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Diesel,Manual,14.95 kmpl,2489 CC,93.7 bhp,7,6.8
778,Mahindra Xylo D4 BS III,Hyderabad,2016,132000,Diesel,Manual,14.95 kmpl,2489 CC,93.7 bhp,7,5.5
779,Mahindra Xylo E8 ABS BS IV,Coimbatore,2016,49176,Diesel,Manual,11.68 kmpl,2498 CC,112 bhp,8,7.46
780,Mahindra Xylo H4,Chennai,2016,215000,Diesel,Manual,14.02 kmpl,2179 CC,118.3 bhp,7,7.5
781,Mahindra Xylo H4,Chennai,2015,82000,Diesel,Manual,14.02 kmpl,2179 CC,118.3 bhp,7,4.85
782,Mahindra Xylo H4,Coimbatore,2016,93166,Diesel,Manual,14.02 kmpl,2179 CC,118.3 bhp,7,5.85
783,Maruti Alto 800 2016-2019 CNG LXI,Mumbai,2018,10600,CNG,Manual,33.44 km/kg,796 CC,40.3 bhp,4,3.5
784,Maruti Alto 800 2016-2019 CNG LXI,Pune,2015,18000,CNG,Manual,33.44 km/kg,796 CC,40.3 bhp,4,3
785,Maruti Alto 800 2016-2019 CNG LXI,Kochi,2017,24310,CNG,Manual,33.44 km/kg,796 CC,40.3 bhp,4,3.7
786,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,5,2.9
787,Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,5,2.8
788,Maruti Alto 800 2016-2019 LXI,Kolkata,2016,31000,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,5,2.15
789,Maruti Alto 800 2016-2019 LXI,Ahmedabad,2016,60000,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,5,2.65
790,Maruti Alto 800 2016-2019 LXI,Chennai,2016,61000,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,5,2.9
791,Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,5,2.65
792,Maruti Alto 800 2016-2019 LXI,Mumbai,2018,11000,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,5,3.35
793,Maruti Alto 800 2016-2019 LXI,Chennai,2016,5700,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,5,2.8
